dPddzcrit,WaveHeightsWbW,WavePeriodsWbW,HoverhWbW,dPddt_W,dPddz_WM,dPddz_W,,,,,,,S_W,hW,PercentLiq_Hh,,,,,PercentLiq_S,,,,dPddt_WO,dPddt_WN,dPddt_WON,S_WO
1.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44085,8.5752,14.4109,13.0734,32.716,0.69324,10.2663,23.6256,33.3333,NaN,NaN,NaN,NaN
2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2939,10.8839,17.1373,17.4312,31.4815,1.2132,13.9467,22.2883,39.3939,NaN,NaN,NaN,NaN
,0.50811,10.4145,0.39092,0.26837,1.1216,1.4251,1.624,1.4948,1.0502,1.1216,1.107,1.026,0.045987,1.2998,,,,,,,,,,0.15328,1.7509,1,0.026018
,0.55243,13.1313,0.43374,0.32328,1.1763,1.445,1.6781,1.8099,1.1139,1.1763,1.1265,1.0247,0.055289,1.2736,,,,,,,,,,0.13217,2.446,1,0.022664
,0.61332,13.6973,0.48851,0.68869,1.229,1.4798,1.6351,2.1074,1.1425,1.229,1.2245,1.0623,0.11795,1.2555,,,,,,,,,,0.14067,4.8958,1,0.024296
,0.36628,12.7917,0.28512,0.25357,1.1668,1.4202,1.6319,1.5028,1.0693,1.053,1.1668,1.0393,0.043419,1.2846,,,,,,,,,,0.089956,2.8188,1,0.01536
,0.51457,52.8649,0.39735,0.44075,1.2187,1.4679,1.8945,1.7908,1.1966,1.0978,1.2187,1.0565,0.075151,1.295,,,,,,,,,,0.030579,14.4136,1,0.0052004
,0.80138,20.9988,0.62339,1.0584,1.406,1.6141,1.6638,2.6596,1.203,1.406,1.2635,1.0844,0.17972,1.2855,,,,,,,,,,0.11989,8.8277,1,0.020464
,0.47489,52.6385,0.36452,0.46302,1.181,1.4748,1.6415,1.6985,1.1059,1.1216,1.181,1.0477,0.078653,1.3028,,,,,,,,,,0.028343,16.3365,1,0.0048056
,0.47019,35.432,0.35441,0.48684,1.2131,1.4967,1.6303,1.7988,1.0804,1.2131,1.2005,1.0494,0.081914,1.3267,,,,,,,,,,0.04169,11.6778,1,0.0070047
,0.27979,17.7726,0.21316,0.32176,1.1778,1.4052,1.6097,1.4487,1.0693,1.0023,1.1778,1.0435,0.054152,1.3126,,,,,,,,,,0.049457,6.5059,1,0.0083543
,0.44191,9.9617,0.33368,0.35057,1.1239,1.4291,1.6494,1.611,1.0852,1.0769,1.1239,1.0289,0.059179,1.3243,,,,,,,,,,0.13936,2.5155,1,0.023437
,0.55867,39.394,0.42544,0.64121,1.2678,1.5216,1.6828,1.6762,1.1186,1.2678,1.2317,1.0704,0.10819,1.3131,,,,,,,,,,0.044553,14.3923,1,0.0075242
,0.65343,8.9995,0.50218,0.7998,1.6746,1.6041,1.6526,2.4305,1.2348,1.6746,1.2395,1.0636,0.1354,1.3012,,,,,,,,,,0.2281,3.5063,1,0.0387
,0.57637,14.4331,0.43936,0.55079,1.3056,1.5196,1.6526,1.7462,1.0725,1.3056,1.1823,1.0497,0.09308,1.3119,,,,,,,,,,0.12546,4.3903,1,0.021198
,0.8296,23.8854,0.63438,0.66633,1.7392,1.5604,1.6749,2.0327,1.2284,1.7392,1.2213,1.0643,0.1128,1.3077,,,,,,,,,,0.10912,6.1066,1,0.018466
,0.47642,11.0371,0.3706,0.44157,1.2031,1.4778,1.686,1.5171,1.1123,1.0898,1.2031,1.0494,0.074781,1.2855,,,,,,,,,,0.13561,3.2563,1,0.023147
,0.41161,18.7348,0.31458,0.42896,1.2051,1.4739,1.6415,1.436,1.1361,1.05,1.2051,1.0487,0.07252,1.3085,,,,,,,,,,0.069022,6.2149,1,0.011678
,0.53102,54.3365,0.4014,0.51387,1.3185,1.5156,1.729,1.942,1.1871,1.3185,1.2155,1.0503,0.086412,1.3229,,,,,,,,,,0.030702,16.7371,1,0.0051659
,0.47198,16.584,0.3511,0.38226,1.1882,1.456,1.6272,1.8194,1.0279,1.1743,1.1882,1.0406,0.06439,1.3443,,,,,,,,,,0.089409,4.2754,1,0.014924
,0.60815,11.5465,0.45899,0.44163,1.1892,1.4709,1.659,1.7924,1.0693,1.1892,1.1083,1.0279,0.0743,1.325,,,,,,,,,,0.16547,2.669,1,0.02782
,0.76926,11.9427,0.60061,1.126,1.5522,1.6031,1.6972,2.3318,1.2077,1.5522,1.2875,1.0782,0.18937,1.2808,,,,,,,,,,0.20236,5.5643,1,0.034604
,0.5439,24.7911,0.409,0.40786,1.2628,1.4659,1.6447,1.4885,1.0645,1.0759,1.2628,1.0597,0.068677,1.3298,,,,,,,,,,0.068924,5.9176,1,0.011567
,0.49476,40.9788,0.37257,0.49642,1.2155,1.4669,1.7067,1.5505,1.1027,1.1912,1.2155,1.0471,0.083199,1.328,,,,,,,,,,0.03793,13.0877,1,0.00637
,0.73339,60.5626,0.54711,0.66688,1.2967,1.5634,1.7051,2.0056,1.0789,1.2967,1.2395,1.0604,0.11122,1.3405,,,,,,,,,,0.038043,17.5295,1,0.0063591
,0.48415,15.2822,0.36081,0.34198,1.2364,1.5156,1.6733,1.5935,1.2364,1.1365,1.1953,1.049,0.057099,1.3418,,,,,,,,,,0.099529,3.436,1,0.016628
,0.61476,20.9422,0.45537,0.82192,1.3032,1.4937,1.6892,2.0406,1.3032,1.2151,1.2473,1.0666,0.13724,1.35,,,,,,,,,,0.092222,8.9125,1,0.015361
,0.46612,18.3386,0.34533,0.27186,1.2077,1.4371,1.6176,1.7542,1.0613,1.0779,1.2077,1.0519,0.045453,1.3498,,,,,,,,,,0.079851,3.4046,1,0.013301
,0.48878,8.2637,0.35515,0.39427,1.3742,1.4569,1.616,2.2443,1.0327,1.3742,1.1311,1.0175,0.065817,1.3763,,,,,,,,,,0.18582,2.1218,1,0.030654
,0.665,14.7161,0.5085,0.9043,1.3822,1.5116,1.6558,2.2904,1.1584,1.3822,1.2797,1.0688,0.1509,1.3077,,,,,,,,,,0.14196,6.37,1,0.024025
,0.55121,13.6973,0.4129,0.39755,1.2091,1.447,1.651,1.8226,1.168,1.2091,1.2057,1.0455,0.066556,1.335,,,,,,,,,,0.12642,3.1446,1,0.021176
,0.73549,11.0371,0.54582,0.94866,1.6129,1.5365,1.6813,2.8505,1.1584,1.6129,1.2174,1.0542,0.15875,1.3475,,,,,,,,,,0.20935,4.5315,1,0.034902
,0.51858,62.3738,0.38253,0.44544,1.2688,1.7473,1.7751,1.6412,1.1075,1.2688,1.2602,1.0773,0.073845,1.3557,,,,,,,,,,0.026119,17.054,1,0.0043414
,0.49395,28.1871,0.36618,0.53292,1.1999,1.4758,1.764,1.5282,1.0979,1.1326,1.1999,1.0601,0.088137,1.3489,,,,,,,,,,0.055053,9.6801,1,0.0091735
,0.33887,46.1295,0.24622,0.32226,1.1752,1.4281,1.6733,1.4694,1.0582,1.0361,1.1752,1.0461,0.05316,1.3763,,,,,,,,,,0.023078,13.9635,1,0.0038071
,0.34213,9.4523,0.2441,0.27224,1.1168,1.4162,1.686,1.4948,1.0391,1.0222,1.1168,1.0208,0.045011,1.4016,,,,,,,,,,0.11371,2.3941,1,0.018588
,0.34083,17.2066,0.25012,0.25934,1.1395,1.4052,1.659,1.428,1.0566,1.0162,1.1395,1.0315,0.042789,1.3627,,,,,,,,,,0.06223,4.1675,1,0.010317
,0.42773,10.3579,0.30787,0.34519,1.146,1.4351,1.6399,1.5044,1.0486,1.056,1.146,1.0312,0.057126,1.3893,,,,,,,,,,0.12973,2.6608,1,0.0213
,0.72255,33.5075,0.52853,0.75953,1.6487,1.5196,1.694,2.1313,1.1505,1.6487,1.159,1.039,0.12555,1.3671,,,,,,,,,,0.067745,11.2117,1,0.011213
,0.59064,13.4143,0.42864,0.66944,1.241,1.5465,1.8467,1.7494,1.1616,1.241,1.2031,1.0461,0.11077,1.3779,,,,,,,,,,0.13833,4.8395,1,0.022805
,0.49993,14.1501,0.36291,0.41862,1.144,1.442,1.7083,1.5442,1.0979,1.0709,1.144,1.0253,0.069108,1.3776,,,,,,,,,,0.11099,3.7715,1,0.018302
,0.58261,7.9241,0.42893,0.34242,1.2718,1.4748,1.7004,1.7558,1.1091,1.2718,1.1603,1.0318,0.056678,1.3583,,,,,,,,,,0.23098,1.4825,1,0.038356
,0.48098,11.7163,0.35037,0.43275,1.2116,1.445,1.7497,1.5219,1.0932,1.0749,1.2116,1.0516,0.071649,1.3728,,,,,,,,,,0.12897,3.3554,1,0.021303
,0.59886,42.79,0.43708,0.46984,1.209,1.4649,1.7147,1.6189,1.0836,1.1644,1.209,1.0584,0.077789,1.3701,,,,,,,,,,0.043968,10.686,1,0.0072694
,0.27462,14.2067,0.19828,0.2542,1.1168,1.3843,1.6478,1.4391,1.0566,0.99333,1.1168,1.0227,0.041708,1.3851,,,,,,,,,,0.060729,4.1859,1,0.0099864
,0.66024,33.5641,0.47842,0.6904,1.5125,1.5425,1.6956,2.5307,1.1393,1.5125,1.1849,1.0442,0.11386,1.38,,,,,,,,,,0.061798,11.172,1,0.010181
,0.50814,15.5652,0.37623,0.45782,1.2226,1.4709,1.6749,1.6062,1.0789,1.1236,1.2226,1.0558,0.075603,1.3506,,,,,,,,,,0.10256,4.4639,1,0.017079
,0.33951,11.1503,0.24181,0.22632,1.1298,1.3963,1.651,1.4757,1.0518,1.061,1.1298,1.0221,0.037354,1.404,,,,,,,,,,0.095656,2.3659,1,0.015623
,0.3653,7.9807,0.26745,0.1911,1.1434,1.44,1.6256,1.5044,1.0454,1.059,1.1434,1.0283,0.031539,1.3658,,,,,,,,,,0.1438,1.3289,1,0.023812
,0.49682,30.8473,0.35737,0.48437,1.2336,1.4301,1.7338,1.611,1.1202,1.1127,1.2336,1.0578,0.079542,1.3902,,,,,,,,,,0.050598,9.573,1,0.0083049
,0.61836,11.4333,0.44898,0.60366,1.5304,1.5435,1.7035,2.117,1.2364,1.5304,1.1739,1.0406,0.099116,1.3773,,,,,,,,,,0.16991,3.5528,1,0.028019
,0.46103,38.828,0.32724,0.29506,1.1752,1.4331,1.6956,1.7303,1.0693,1.0639,1.1752,1.0416,0.048195,1.4089,,,,,,,,,,0.037302,7.9101,1,0.006082
,0.42024,8.0939,0.3067,0.43401,1.1921,1.4609,1.6192,1.7415,1.0311,1.1007,1.1921,1.0468,0.070907,1.3702,,,,,,,,,,0.16311,2.6608,1,0.026967
,0.36994,11.4899,0.26796,0.31335,1.1726,1.4182,1.6303,1.4821,1.0438,1.0112,1.1726,1.0419,0.051158,1.3805,,,,,,,,,,0.10115,3.0979,1,0.01666
,0.42627,50.2613,0.30277,0.42227,1.2064,1.4371,1.7242,1.6301,1.0677,1.061,1.2064,1.0571,0.068862,1.4079,,,,,,,,,,0.026644,15.8487,1,0.0043457
,0.51313,77.09,0.36076,0.28015,1.17,1.5097,1.7163,1.5712,1.0534,1.1157,1.17,1.0448,0.04547,1.4223,,,,,,,,,,0.020911,13.3971,1,0.0033933
,0.29487,10.0749,0.20322,0.24233,1.1317,1.3943,1.6367,1.4232,1.012,1.0063,1.1317,1.0328,0.039367,1.451,,,,,,,,,,0.091949,2.6355,1,0.014773
,0.47778,59.1476,0.3356,0.34847,1.1934,1.4768,1.6542,1.5314,1.0454,1.1713,1.1934,1.0542,0.056511,1.4236,,,,,,,,,,0.025377,13.7318,1,0.0041161
,0.57639,16.4708,0.40986,0.63196,1.2201,1.4739,1.651,1.9977,1.0948,1.2201,1.1869,1.0536,0.10223,1.4063,,,,,,,,,,0.10994,5.7483,1,0.017942
,0.60528,39.0544,0.42354,0.65472,1.2589,1.4977,1.6638,1.7033,1.133,1.2589,1.2135,1.0688,0.10611,1.4291,,,,,,,,,,0.04869,13.4468,1,0.0078823
,0.65906,10.1315,0.45548,0.77788,1.2336,1.5743,1.6988,2.0215,1.1457,1.1833,1.2336,1.0704,0.12614,1.447,,,,,,,,,,0.20436,3.8063,1,0.032879
,0.38287,9.6221,0.27057,0.3716,1.1694,1.447,1.6828,1.724,1.0757,1.1395,1.1694,1.0445,0.0603,1.415,,,,,,,,,,0.125,2.9727,1,0.020337
,0.35805,14.7727,0.25186,0.36567,1.1505,1.4788,1.6224,1.5983,1.0343,1.0968,1.1505,1.0344,0.059423,1.4216,,,,,,,,,,0.076144,4.8024,1,0.012359
,0.56795,12.0559,0.40223,0.51823,1.2111,1.4579,1.6478,1.8353,1.1027,1.2111,1.1707,1.0494,0.084393,1.412,,,,,,,,,,0.148,3.5016,1,0.024104
,0.53691,24.225,0.38254,0.56051,1.2191,1.4957,1.7322,1.576,1.1091,1.2191,1.1992,1.0692,0.091243,1.4036,,,,,,,,,,0.069628,8.05,1,0.011374
,0.42109,7.9807,0.28874,0.3622,1.1492,1.4281,1.6335,1.6364,1.0407,1.0719,1.1492,1.0386,0.058838,1.4584,,,,,,,,,,0.16576,2.1851,1,0.026564
,0.46062,14.2067,0.32733,0.46801,1.1739,1.4798,1.6701,1.646,1.1473,1.1664,1.1739,1.0455,0.075884,1.4072,,,,,,,,,,0.10186,4.5947,1,0.016618
,0.27283,8.8297,0.1885,0.27533,1.1187,1.4092,1.6351,1.4566,1.0279,1.0023,1.1187,1.0302,0.044533,1.4473,,,,,,,,,,0.097072,2.8363,1,0.015615
,0.4979,45.6767,0.34625,0.53639,1.2241,1.5146,1.7274,1.8401,1.1425,1.2241,1.1947,1.0526,0.086133,1.438,,,,,,,,,,0.034245,15.6634,1,0.0055267
,0.4238,29.1493,0.29266,0.40993,1.1895,1.4579,1.6494,1.6492,1.0677,1.1206,1.1895,1.0539,0.06582,1.4481,,,,,,,,,,0.045675,8.9749,1,0.0073456
,0.2897,13.6973,0.1948,0.25125,1.1512,1.4152,1.6176,1.4153,1.0343,1.054,1.1512,1.0383,0.040248,1.4872,,,,,,,,,,0.066445,3.7814,1,0.010545
,0.36351,20.4894,0.24776,0.29464,1.1798,1.4132,1.6797,1.4519,1.0407,1.061,1.1798,1.0506,0.047359,1.4672,,,,,,,,,,0.055736,5.2864,1,0.0089051
,0.5534,12.1125,0.38464,0.48496,1.2121,1.4878,1.6972,1.7622,1.1505,1.2121,1.1635,1.0429,0.078087,1.4387,,,,,,,,,,0.14353,3.3787,1,0.023158
,0.60845,34.6396,0.42559,0.37555,1.1942,1.4947,1.6701,1.8083,1.1043,1.1942,1.1895,1.0506,0.060649,1.4296,,,,,,,,,,0.055182,6.8057,1,0.0089316
,0.69588,19.0178,0.47163,0.84202,1.5333,1.5952,1.7035,2.4114,1.1775,1.5333,1.2161,1.0636,0.13569,1.4755,,,,,,,,,,0.11495,7.3248,1,0.018315
,0.78527,10.8673,0.54497,0.91617,1.5672,1.6409,1.7131,2.4814,1.1632,1.5672,1.2622,1.0847,0.14753,1.4409,,,,,,,,,,0.22701,4.0358,1,0.036599
,0.73299,9.6787,0.52203,0.65425,1.5264,1.5186,1.7115,2.2777,1.2825,1.5264,1.1778,1.0416,0.10556,1.4041,,,,,,,,,,0.23792,2.7499,1,0.038857
,0.46671,13.7539,0.32123,0.42491,1.1655,1.4371,1.6828,1.6412,1.0645,1.0659,1.1655,1.0312,0.068627,1.4529,,,,,,,,,,0.1066,3.9859,1,0.017116
,0.47837,10.8107,0.3282,0.25192,1.1798,1.439,1.6733,1.4821,1.1059,1.0421,1.1798,1.0399,0.040789,1.4576,,,,,,,,,,0.13901,1.8122,1,0.022284
,0.59936,7.4713,0.40586,0.48137,1.1982,1.4997,1.6447,1.6858,1.1982,1.1982,1.146,1.0292,0.077752,1.4768,,,,,,,,,,0.25203,1.91,1,0.040136
,0.54278,12.1691,0.38997,0.47433,1.2284,1.4987,1.6685,1.6858,1.0645,1.1574,1.2284,1.0588,0.07653,1.3918,,,,,,,,,,0.14012,3.3851,1,0.022986
,0.63842,11.6031,0.45011,0.54552,1.2519,1.5693,1.6844,2.1488,1.0979,1.2519,1.1901,1.0461,0.088174,1.4184,,,,,,,,,,0.17285,3.156,1,0.028089
,0.44422,85.2405,0.30402,0.45607,1.1836,1.4838,1.694,1.5855,1.1027,1.0997,1.1836,1.0435,0.072799,1.4611,,,,,,,,,,0.016372,27.857,1,0.0026212
,0.44041,11.0371,0.2981,0.42959,1.2005,1.4311,1.7274,1.5282,1.047,1.0928,1.2005,1.0477,0.068858,1.4774,,,,,,,,,,0.12536,3.427,1,0.019959
,0.45113,13.4143,0.31017,0.27365,1.1583,1.4142,1.6256,1.5076,1.0216,1.0192,1.1583,1.036,0.043862,1.4545,,,,,,,,,,0.10565,2.59,1,0.016954
,0.45733,23.376,0.31214,0.43126,1.2044,1.4182,1.7242,1.5521,1.0677,1.0679,1.2044,1.0513,0.069241,1.4651,,,,,,,,,,0.061462,7.0167,1,0.0098269
,0.57034,8.2071,0.39216,0.46084,1.3772,1.7066,1.6685,1.6349,1.0566,1.3772,1.2323,1.0727,0.07367,1.4544,,,,,,,,,,0.21832,2.1108,1,0.035035
,0.56456,17.716,0.39249,0.3681,1.1642,1.4211,1.6908,1.6014,1.0502,1.1326,1.1642,1.036,0.058763,1.4384,,,,,,,,,,0.10011,3.6769,1,0.016155
,0.33453,8.0939,0.2194,0.28929,1.1869,1.4082,1.6447,1.4916,1.0343,1.0033,1.1869,1.0481,0.046241,1.5248,,,,,,,,,,0.12985,2.228,1,0.02035
,0.40363,26.3759,0.27716,0.297,1.1759,1.4579,1.6558,1.5267,1.1107,1.1495,1.1759,1.0399,0.047464,1.4563,,,,,,,,,,0.048076,6.1778,1,0.0077098
,0.42923,12.3389,0.29249,0.36265,1.1635,1.4699,1.6749,1.5887,1.0979,1.1375,1.1635,1.0331,0.057971,1.4675,,,,,,,,,,0.10928,3.3184,1,0.017459
,0.34272,8.1505,0.23322,0.33751,1.1311,1.4211,1.6287,1.576,1.0598,1.048,1.1311,1.0221,0.054029,1.4695,,,,,,,,,,0.1321,2.5549,1,0.02109
,0.39945,32.8849,0.27186,0.34169,1.1901,1.4361,1.6733,1.5585,1.055,1.0948,1.1901,1.0532,0.054643,1.4693,,,,,,,,,,0.03816,8.9541,1,0.0060926
,0.27215,10.1315,0.18111,0.29459,1.0817,1.3963,1.6001,1.5123,1.0248,1.0301,1.0817,1.0078,0.04686,1.5027,,,,,,,,,,0.084388,3.4909,1,0.013323
,0.33187,12.3955,0.22734,0.26453,1.1434,1.3953,1.6017,1.4614,1.055,0.98537,1.1434,1.0325,0.042088,1.4598,,,,,,,,,,0.084111,3.145,1,0.013473
,0.36878,19.0744,0.25091,0.32155,1.1856,1.3973,1.6287,1.4614,1.0534,0.99233,1.1856,1.0503,0.051171,1.4698,,,,,,,,,,0.060739,5.2939,1,0.009696
,0.52747,25.9231,0.35763,0.47095,1.1759,1.4987,1.6494,1.7574,1.0868,1.1266,1.1759,1.0448,0.074918,1.4749,,,,,,,,,,0.063923,7.3675,1,0.010186
,0.29653,10.0183,0.19565,0.19259,1.1246,1.3734,1.6144,1.4185,1.0152,0.97045,1.1246,1.0266,0.030751,1.5156,,,,,,,,,,0.092989,2.0711,1,0.014618
,0.29118,14.9992,0.1971,0.23866,1.1369,1.3953,1.659,1.436,1.0168,1.0073,1.1369,1.0286,0.037923,1.4773,,,,,,,,,,0.060989,3.9131,1,0.0097109
,0.6199,11.0937,0.41998,0.44947,1.1577,1.5206,1.624,1.794,1.0789,1.0729,1.1577,1.0461,0.071536,1.476,,,,,,,,,,0.17555,2.5604,1,0.027963
,0.45245,7.9241,0.30742,0.47062,1.1999,1.4251,1.6256,1.646,1.0804,1.1256,1.1999,1.0568,0.075123,1.4718,,,,,,,,,,0.17938,2.6236,1,0.028615
,0.4908,21.112,0.33043,0.41612,1.1778,1.4997,1.651,1.6412,1.0868,1.0958,1.1778,1.0471,0.066218,1.4853,,,,,,,,,,0.073034,5.6977,1,0.011597
,0.48785,12.0559,0.33386,0.28874,1.1577,1.4351,1.6972,1.6158,1.0582,1.0789,1.1577,1.0399,0.04601,1.4612,,,,,,,,,,0.12713,2.2713,1,0.020353
,0.41573,11.4333,0.28176,0.33762,1.2038,1.4271,1.6462,1.4264,1.0279,1.0659,1.2038,1.0539,0.053756,1.4755,,,,,,,,,,0.11423,2.9556,1,0.0182
,0.45866,12.5087,0.30777,0.38849,1.1525,1.4281,1.6462,1.6762,1.0709,1.0779,1.1525,1.0383,0.061921,1.4903,,,,,,,,,,0.11519,3.3725,1,0.018262
,0.40651,10.0749,0.27292,0.27458,1.1155,1.4211,1.6494,1.7256,1.0995,1.057,1.1155,1.0214,0.0437,1.4895,,,,,,,,,,0.12676,2.1661,1,0.020101
,0.44604,11.9427,0.30085,0.27438,1.146,1.4082,1.6622,1.4757,1.0279,1.0092,1.146,1.038,0.043576,1.4826,,,,,,,,,,0.11733,2.3385,1,0.018649
,0.43622,13.1313,0.29817,0.40235,1.1726,1.4331,1.7799,1.5267,1.0789,1.0769,1.1726,1.0419,0.063905,1.463,,,,,,,,,,0.10436,3.8554,1,0.016698
,0.32834,14.886,0.22057,0.28105,1.1655,1.4301,1.6081,1.4137,1.0232,1.0928,1.1655,1.049,0.044557,1.4886,,,,,,,,,,0.069294,4.056,1,0.010991
,0.40105,23.3194,0.26874,0.40557,1.1642,1.4291,1.6717,1.5823,1.0518,1.048,1.1642,1.0455,0.064187,1.4923,,,,,,,,,,0.054029,7.5065,1,0.0085594
,0.48167,18.3952,0.32259,0.36134,1.2807,1.4748,1.6478,1.794,1.1218,1.2807,1.1233,1.026,0.057284,1.4932,,,,,,,,,,0.082262,4.3926,1,0.013028
,0.39998,26.5457,0.26886,0.28074,1.1324,1.4172,1.6494,1.5314,1.0454,1.0252,1.1324,1.0273,0.044456,1.4877,,,,,,,,,,0.047336,5.9307,1,0.0075108
,0.48351,61.0154,0.32325,0.33817,1.2061,1.446,1.6972,1.6062,1.2061,1.0828,1.1869,1.0578,0.053616,1.4958,,,,,,,,,,0.024895,13.5837,1,0.0039394
,0.36257,18.9612,0.2372,0.31407,1.1538,1.4231,1.6638,1.4869,1.0916,1.0242,1.1538,1.0422,0.049654,1.5285,,,,,,,,,,0.060072,5.2282,1,0.0094034
,0.5385,9.3957,0.35986,0.466,1.2171,1.4758,1.6542,1.9324,1.0836,1.2171,1.1603,1.0416,0.073677,1.4964,,,,,,,,,,0.18006,2.5881,1,0.028486
,0.3983,13.6407,0.26922,0.28694,1.183,1.4709,1.6653,1.4471,1.0789,1.1077,1.183,1.0581,0.045381,1.4794,,,,,,,,,,0.091733,3.128,1,0.014596
,0.50744,11.9993,0.33784,0.32605,1.1492,1.4669,1.7258,1.5648,1.1266,1.0848,1.1492,1.0357,0.051798,1.502,,,,,,,,,,0.13286,2.4541,1,0.020979
,0.54846,11.6597,0.36312,0.47241,1.172,1.5435,1.6622,1.7606,1.0964,1.1286,1.172,1.049,0.074831,1.5104,,,,,,,,,,0.14778,3.1968,1,0.023271
,0.48205,8.7731,0.33164,0.41148,1.1453,1.4838,1.6431,1.673,1.0964,1.0878,1.1453,1.0351,0.065008,1.4535,,,,,,,,,,0.17262,2.3837,1,0.027709
,0.39977,43.2994,0.26476,0.39618,1.2103,1.5077,1.694,1.5346,1.0741,1.1127,1.2103,1.0607,0.06234,1.51,,,,,,,,,,0.029006,13.6587,1,0.0045682
,0.53299,48.3369,0.35411,0.36633,1.1817,1.4997,1.6988,1.603,1.0916,1.0848,1.1817,1.0481,0.057642,1.5051,,,,,,,,,,0.034641,10.575,1,0.0054644
,0.27304,11.6031,0.17926,0.18454,1.1629,1.4062,1.694,1.4439,1.0757,1.0331,1.1629,1.0403,0.028969,1.5232,,,,,,,,,,0.073927,2.4962,1,0.011592
,0.48415,29.2059,0.31877,0.28478,1.2221,1.5415,1.6653,1.568,1.0613,1.2221,1.1694,1.0506,0.04469,1.5188,,,,,,,,,,0.052079,5.4683,1,0.0081782
,0.2776,13.0747,0.18011,0.25733,1.1616,1.3853,1.6335,1.4455,1.0248,0.97742,1.1616,1.0412,0.040346,1.5413,,,,,,,,,,0.0667,3.858,1,0.010398
,0.45307,22.5836,0.29636,0.3365,1.1888,1.4241,1.6638,1.5967,1.0486,1.0729,1.1888,1.049,0.052907,1.5288,,,,,,,,,,0.063026,5.339,1,0.009865
,0.51374,10.7541,0.34295,0.44032,1.1434,1.4569,1.7369,1.9038,1.0836,1.1385,1.1434,1.0448,0.06923,1.498,,,,,,,,,,0.15008,2.9339,1,0.023731
,0.62707,11.9993,0.4152,0.57184,1.2927,1.5385,1.6415,2.2697,1.1425,1.2927,1.1791,1.0442,0.089917,1.5103,,,,,,,,,,0.16418,3.4831,1,0.025854
,0.62526,23.0364,0.41016,0.62053,1.234,1.4957,1.7417,2.1918,1.1234,1.234,1.2239,1.0679,0.097752,1.5244,,,,,,,,,,0.085269,7.2773,1,0.013366
,0.63152,13.1879,0.42165,0.61937,1.2081,1.4848,1.6908,1.7335,1.1425,1.2081,1.1713,1.0558,0.097486,1.4977,,,,,,,,,,0.15044,4.1171,1,0.02379
,0.57129,41.5448,0.37742,0.55081,1.3096,1.4768,1.6956,2.0549,1.1425,1.3096,1.1992,1.0545,0.086693,1.5137,,,,,,,,,,0.043201,12.75,1,0.0067954
,0.29009,11.8295,0.18948,0.2594,1.1421,1.3694,1.7131,1.4248,1.0295,0.95056,1.1421,1.0321,0.040708,1.531,,,,,,,,,,0.077041,3.3671,1,0.01205
,0.44828,10.8107,0.29538,0.4365,1.2064,1.4341,1.6685,1.5823,1.0884,1.0649,1.2064,1.0578,0.068411,1.5177,,,,,,,,,,0.13027,3.3507,1,0.020465
,0.42941,13.3011,0.28112,0.33417,1.1687,1.3993,1.6749,1.5744,1.0534,1.0271,1.1687,1.0403,0.052513,1.5275,,,,,,,,,,0.10142,3.2949,1,0.015881
,0.46822,12.8483,0.30886,0.3358,1.1648,1.4202,1.7115,1.681,1.0295,1.1425,1.1648,1.0422,0.052605,1.5159,,,,,,,,,,0.11449,2.9331,1,0.017995
,0.46079,57.9024,0.30334,0.39359,1.1823,1.4758,1.7035,1.6142,1.0852,1.0769,1.1823,1.0435,0.061689,1.519,,,,,,,,,,0.025001,15.743,1,0.0039257
,0.37761,21.4516,0.24412,0.32083,1.1953,1.4211,1.6287,1.4789,1.0789,1.0182,1.1953,1.0474,0.05032,1.5468,,,,,,,,,,0.055301,5.8015,1,0.0086051
,0.39137,13.6407,0.25525,0.24673,1.1564,1.4032,1.6749,1.4646,1.0454,1.0261,1.1564,1.0309,0.038579,1.5333,,,,,,,,,,0.090137,2.7373,1,0.014088
,0.50196,11.2069,0.33229,0.44833,1.1836,1.4619,1.6574,1.6874,1.0566,1.1186,1.1836,1.0519,0.070419,1.5106,,,,,,,,,,0.14071,3.1862,1,0.022157
,0.74828,21.3384,0.497,0.97468,1.4836,1.632,1.7624,2.3159,1.2825,1.4836,1.2297,1.0776,0.15362,1.5056,,,,,,,,,,0.11017,8.8474,1,0.017376
,0.58843,14.9426,0.39067,0.4472,1.1979,1.439,1.7369,1.7876,1.0359,1.1972,1.1979,1.0497,0.070416,1.5062,,,,,,,,,,0.12372,3.6148,1,0.019509
,0.50793,62.8832,0.33559,0.49388,1.2226,1.4918,1.7147,1.7256,1.1377,1.1962,1.2226,1.0565,0.077519,1.5135,,,,,,,,,,0.025376,19.4626,1,0.0039918
,0.21577,8.2637,0.13733,0.21044,1.1116,1.3744,1.6415,1.4423,1.0248,0.97742,1.1116,1.0175,0.033015,1.5712,,,,,,,,,,0.082027,2.5655,1,0.012665
,0.51283,10.6975,0.33151,0.46544,1.1791,1.4828,1.7656,1.6078,1.09,1.0769,1.1791,1.0409,0.072734,1.5469,,,,,,,,,,0.15061,3.0905,1,0.023434
