dPddzcrit,WaveHeightsWbW,WavePeriodsWbW,HoverhWbW,dPddt_W,dPddz_WM,dPddz_W,,,,,,,S_W,hW,PercentLiq_Hh,,,,,PercentLiq_S,,,,dPddt_WO,dPddt_WN,dPddt_WON,S_WO
1.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44085,8.5752,14.4109,13.0734,32.716,0.69324,10.2663,23.6256,33.3333,NaN,NaN,NaN,NaN
2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2939,10.8839,17.1373,17.4312,31.4815,1.2132,13.9467,22.2883,39.3939,NaN,NaN,NaN,NaN
,0.77829,19.3574,0.69495,0.94508,1.7217,1.3834,2.2016,1.2514,1.7217,1.6318,1.2168,1.1273,0.1741,1.1199,,,,,,,,,,0.12631,7.4821,1,0.023099
,0.68486,14.6029,0.65765,0.8855,1.8951,2.1074,1.912,1.3262,1.8951,1.6517,1.1746,1.0993,0.16589,1.0414,,,,,,,,,,0.14734,6.01,1,0.027942
,0.88032,28.3569,0.82785,0.90496,2.4513,2.9398,2.1141,2.012,2.2882,2.4513,1.1733,1.2584,0.17114,1.0634,,,,,,,,,,0.097529,9.2789,1,0.018303
,0.59433,13.9237,0.59027,1.1737,2.024,2.2953,2.1395,1.8735,2.024,1.9073,1.2421,1.1396,0.22103,1.0069,,,,,,,,,,0.1341,8.7529,1,0.025863
,0.79693,19.3574,0.7621,1.4069,2.4413,2.0159,2.4928,2.8585,2.1895,2.4413,1.2544,1.1195,0.26623,1.0457,,,,,,,,,,0.12934,10.8778,1,0.024477
,0.58247,14.6029,0.53259,0.92303,1.771,1.6857,1.8531,1.288,1.771,1.7233,1.1408,1.0928,0.17372,1.0937,,,,,,,,,,0.12531,7.366,1,0.023189
,0.52276,18.0556,0.51677,0.76688,1.9311,1.815,1.9454,1.0159,1.7694,1.9311,1.1246,1.0902,0.1425,1.0116,,,,,,,,,,0.090958,8.4312,1,0.017502
,0.68746,19.9234,0.63059,0.91061,1.8235,1.5037,2.1809,1.6842,1.8235,1.6278,1.1668,1.0831,0.17128,1.0902,,,,,,,,,,0.1084,8.4004,1,0.020092
,0.71717,14.4897,0.72385,1.0566,1.9492,1.4739,2.3368,2.6214,1.9492,1.8337,1.196,1.0909,0.19837,0.99077,,,,,,,,,,0.15549,6.7952,1,0.030232
,0.79503,23.4326,0.73073,1.2305,2.6472,2.0149,2.3862,1.7876,2.3423,2.6472,1.207,1.1182,0.22837,1.088,,,,,,,,,,0.10659,11.5446,1,0.019776
,0.71657,10.4711,0.6156,0.9822,1.9636,1.7245,2.0075,1.3389,1.9636,1.5115,1.2168,1.2084,0.18189,1.164,,,,,,,,,,0.21499,4.5686,1,0.038564
,0.64664,18.848,0.573,0.8046,2.0925,1.9622,1.9772,1.5044,2.0925,1.5393,1.1356,1.0922,0.15045,1.1285,,,,,,,,,,0.10778,7.465,1,0.019635
,0.57982,13.5841,0.5958,0.78049,2.643,1.9353,1.8149,1.7446,2.643,1.9461,1.1213,1.2655,0.14656,0.97318,,,,,,,,,,0.13409,5.8204,1,0.026306
,0.56405,16.7538,0.53886,0.73567,1.9031,1.8617,2.41,1.3819,1.9031,1.8377,1.0921,1.0974,0.14093,1.0467,,,,,,,,,,0.10577,6.9554,1,0.020007
,0.54037,11.0937,0.52867,0.87666,1.7742,1.5594,2.1523,1.0541,1.7742,1.5453,1.1746,1.1,0.16864,1.0221,,,,,,,,,,0.15302,5.7289,1,0.029292
,0.72006,13.8105,0.76035,1.209,2.1322,1.9811,2.3337,1.463,2.1322,1.9819,1.4264,1.3454,0.23045,0.94702,,,,,,,,,,0.1638,7.3813,1,0.032574
,0.71017,17.15,0.66766,0.97319,2.9676,1.995,2.5453,2.7328,2.9676,1.8257,1.1642,1.2882,0.18853,1.0637,,,,,,,,,,0.13009,7.4808,1,0.024411
,0.59251,8.9429,0.56578,0.77212,2.2086,1.9641,1.5762,1.4948,2.2086,2.1897,1.0941,1.1058,0.14455,1.0472,,,,,,,,,,0.20815,3.7096,1,0.039363
,0.74971,19.98,0.74869,1.3753,1.8442,1.7394,2.3066,1.132,1.8442,1.7939,1.2895,1.3655,0.25367,1.0014,,,,,,,,,,0.11788,11.6663,1,0.022798
,0.62741,10.3579,0.48304,0.89292,1.7265,1.6419,2.0456,1.253,1.7265,1.23,1.2142,1.0935,0.16689,1.2989,,,,,,,,,,0.1903,4.6923,1,0.032314
,0.60046,9.6787,0.57882,0.90319,1.7567,1.7354,2.2939,0.87108,1.7567,1.3334,1.2408,1.161,0.16684,1.0374,,,,,,,,,,0.1949,4.6341,1,0.037033
,0.61807,21.4516,0.55546,0.84754,2.39,1.7981,2.3384,1.1623,2.39,1.6238,1.194,1.0997,0.15559,1.1127,,,,,,,,,,0.090516,9.3635,1,0.016606
,0.68496,9.5089,0.60258,0.91624,1.8808,1.8896,2.2764,1.3357,1.8808,1.779,1.1317,1.1139,0.17012,1.1367,,,,,,,,,,0.2263,4.0488,1,0.041077
,0.81948,20.2064,0.79403,0.97311,1.5602,1.7135,2.1586,0.94109,1.553,1.5602,1.1927,1.4116,0.18087,1.032,,,,,,,,,,0.12741,7.6377,1,0.024271
,0.64583,10.4145,0.56609,1.0483,1.4878,1.5365,2.1188,0.96496,1.4878,1.1703,1.2551,1.124,0.1972,1.1409,,,,,,,,,,0.19482,5.381,1,0.035299
,0.65547,14.2633,0.62012,1.0347,1.4942,1.6151,2.0361,1.0016,1.4942,1.2479,1.2356,1.2214,0.19277,1.057,,,,,,,,,,0.14437,7.1667,1,0.027176
,0.74511,31.8095,0.71931,0.91439,1.6771,2.0527,2.06,1.0031,1.6771,1.5731,1.2044,1.1759,0.1733,1.0359,,,,,,,,,,0.073589,12.4255,1,0.013993
,0.64012,15.0558,0.66881,1.0401,1.526,1.6429,2.0488,0.9029,1.526,1.1873,1.183,1.0967,0.19989,0.95709,,,,,,,,,,0.13357,7.7869,1,0.026423
,0.70677,18.6782,0.70928,1.0118,1.8307,1.7165,2.3305,1.9133,1.7074,1.8307,1.194,1.2525,0.19801,0.99645,,,,,,,,,,0.11887,8.5118,1,0.023047
,0.62069,14.3765,0.59983,0.90077,1.5626,1.5196,2.2525,1.2164,1.5626,1.2628,1.2018,1.1087,0.17558,1.0348,,,,,,,,,,0.13564,6.6411,1,0.025804
,0.52781,21.1686,0.56467,0.77815,1.639,1.7772,2.3098,0.94905,1.639,1.3265,1.2343,1.2577,0.15092,0.93473,,,,,,,,,,0.078331,9.9341,1,0.01568
,0.5515,10.8673,0.54173,0.85688,1.6199,1.6668,2.1523,0.97132,1.6199,1.1614,1.2103,1.1263,0.16942,1.018,,,,,,,,,,0.15943,5.3746,1,0.03058
,0.67266,12.5653,0.6546,1.3514,2.4644,1.6648,2.5771,3.2117,2.2675,2.1867,2.4644,2.1094,0.2646,1.0276,,,,,,,,,,0.16818,8.0355,1,0.032108
,0.68224,14.1501,0.74083,0.84452,1.8244,1.7115,2.986,0.94745,1.5769,1.4627,1.7556,1.8244,0.16034,0.92091,,,,,,,,,,0.15147,5.5755,1,0.030546
,0.88547,33.1113,0.7877,0.85558,1.9652,1.5315,2.8333,0.95064,1.9652,1.3275,1.3758,1.3009,0.16127,1.1241,,,,,,,,,,0.084013,10.1839,1,0.015335
,0.53208,10.4145,0.50962,0.86056,1.6421,1.4589,2.5739,0.87585,1.6421,1.1107,1.2103,1.1591,0.15961,1.0441,,,,,,,,,,0.1605,5.3617,1,0.030399
,0.60475,19.697,0.59951,0.90294,1.6947,1.629,2.636,0.76765,1.6947,1.2589,1.2732,1.4067,0.17083,1.0087,,,,,,,,,,0.096456,9.3612,1,0.018586
,0.58281,13.4143,0.5557,0.84547,2.0813,1.6379,2.4148,1.5457,2.0813,1.3931,1.1415,1.0899,0.16519,1.0488,,,,,,,,,,0.13649,6.1943,1,0.025794
,0.5214,10.1881,0.56854,0.85618,1.806,1.7613,2.7378,0.77242,1.806,1.0858,1.1934,1.1448,0.16788,0.91708,,,,,,,,,,0.16078,5.3252,1,0.032491
,0.53252,19.3008,0.58927,0.86545,1.6692,1.8766,2.6376,1.07,1.6692,1.2857,1.3602,1.6271,0.17047,0.9037,,,,,,,,,,0.086678,9.9846,1,0.017646
,0.57365,16.584,0.57478,0.91575,1.7233,1.5445,2.2143,1.2482,1.7233,1.1614,1.4595,1.5661,0.17979,0.99803,,,,,,,,,,0.10867,8.4268,1,0.021052
,0.66843,13.2445,0.62693,1.0077,2.1195,1.7414,2.0393,1.4837,2.1195,1.3434,1.2453,1.1175,0.19521,1.0662,,,,,,,,,,0.15855,6.3559,1,0.029716
,0.60707,15.2822,0.62787,0.94789,1.6342,1.5842,2.0663,1.0429,1.6342,1.0182,1.2375,1.1253,0.17977,0.96687,,,,,,,,,,0.1248,7.5955,1,0.024562
,0.49857,11.3201,0.50293,0.7809,1.8999,1.7463,2.383,0.97291,1.8999,1.0172,1.1544,1.0808,0.14919,0.99132,,,,,,,,,,0.13836,5.6439,1,0.026894
,0.38591,10.4711,0.3378,0.34508,1.9206,1.8806,2.1809,0.99042,1.9206,1.23,1.1408,1.074,0.066187,1.1424,,,,,,,,,,0.11578,2.9804,1,0.020964
,0.58366,12.1691,0.57352,0.93344,1.9715,1.8786,2.2509,0.96814,1.9715,1.2111,1.1823,1.0984,0.18044,1.0177,,,,,,,,,,0.15068,6.1949,1,0.028906
,0.57404,8.0373,0.57142,0.9313,1.779,1.5813,2.1936,1.1034,1.779,1.0918,1.2362,1.1402,0.17798,1.0046,,,,,,,,,,0.22438,4.1505,1,0.043325
,0.62017,20.7724,0.64141,1.172,1.7917,1.6608,2.0886,1.1098,1.7917,1.1405,1.3005,1.2211,0.22732,0.96688,,,,,,,,,,0.093793,12.4951,1,0.01846
,0.65607,25.5835,0.66296,0.81257,1.7392,1.8846,2.1761,1.0843,1.7392,1.5691,1.2466,1.1591,0.15642,0.9896,,,,,,,,,,0.080564,10.086,1,0.015673
,0.59539,11.4899,0.55617,0.86815,1.7217,1.8945,2.1666,1.0318,1.7217,1.1425,1.1817,1.1409,0.16757,1.0705,,,,,,,,,,0.16279,5.3328,1,0.03045
,0.5776,13.6407,0.55801,0.82223,1.8936,1.6648,2.1475,1.0477,1.8936,1.3036,1.1564,1.1623,0.15939,1.0351,,,,,,,,,,0.13303,6.1809,1,0.025304
,0.54028,13.3577,0.54299,0.77131,1.6819,1.996,2.1443,1.2864,1.6819,1.3921,1.1135,1.0899,0.15048,0.99501,,,,,,,,,,0.12707,6.07,1,0.024653
,0.685,16.6406,0.73194,0.5368,1.8283,1.8876,2.7585,1.2514,1.8283,1.6875,1.085,1.0935,0.10526,0.93587,,,,,,,,,,0.12932,4.1509,1,0.025871
,0.65381,13.1313,0.69715,0.95922,1.674,1.8448,2.1363,0.85039,1.674,1.3961,1.1577,1.1519,0.19184,0.93782,,,,,,,,,,0.15642,6.1323,1,0.031259
,0.55778,10.1881,0.57005,0.84622,1.5721,1.3456,2.0902,1.0191,1.5721,1.0291,1.2245,1.1269,0.16992,0.97849,,,,,,,,,,0.172,4.9199,1,0.03365
,0.49964,18.9612,0.59809,0.82312,1.9429,1.4748,2.1411,1.3707,1.9429,1.3772,1.1966,1.1467,0.16356,0.83538,,,,,,,,,,0.082782,9.9432,1,0.017528
,0.57028,11.2069,0.56904,1.0346,2.7624,1.6887,2.1332,2.3764,2.7624,1.409,1.3102,1.2499,0.20799,1.0022,,,,,,,,,,0.15986,6.4719,1,0.030905
,0.54602,10.9805,0.52645,0.84648,1.9477,1.4828,2.1666,1.9786,1.9477,1.5055,1.2258,1.1191,0.17154,1.0372,,,,,,,,,,0.15622,5.4185,1,0.029686
,0.6437,12.6219,0.73577,1.0372,2.312,1.6718,2.2207,1.8163,2.312,1.3911,1.3713,1.4135,0.20548,0.87487,,,,,,,,,,0.16022,6.4736,1,0.03315
,0.83257,21.8478,0.8539,0.78382,1.7806,1.8488,2.2493,1.035,1.7806,1.2062,1.2057,1.0941,0.15731,0.97502,,,,,,,,,,0.11972,6.5472,1,0.023464
,0.58608,12.2823,0.65384,1.0115,2.0159,1.4102,2.1666,1.0143,1.9333,1.4249,2.0159,1.9848,0.1989,0.89636,,,,,,,,,,0.14991,6.7474,1,0.030643
,0.667,12.2257,0.71563,0.99208,1.7265,1.5554,2.2048,0.92836,1.7265,1.3802,1.2551,1.2396,0.19678,0.93204,,,,,,,,,,0.1714,5.7882,1,0.034358
,0.56079,16.1312,0.55097,1.0588,2.0527,1.3983,2.1761,1.7812,2.0527,1.7193,1.2083,1.101,0.21317,1.0178,,,,,,,,,,0.10921,9.6949,1,0.02095
,0.68194,13.3577,0.80015,1.3366,1.857,1.3993,2.3002,1.1702,1.857,1.4747,1.2972,1.1204,0.26643,0.85227,,,,,,,,,,0.16038,8.3336,1,0.033622
,0.58401,18.3386,0.65849,0.81184,1.7328,1.3734,2.1507,1.3437,1.7328,1.4031,1.653,1.2292,0.16647,0.8869,,,,,,,,,,0.10005,8.1146,1,0.02056
,0.58894,11.1503,0.59981,0.76626,1.6421,1.6737,2.1363,1.2752,1.6421,1.4538,1.2784,1.3571,0.15677,0.98187,,,,,,,,,,0.16593,4.6179,1,0.032408
,0.48133,9.9617,0.61277,0.66807,1.6915,1.4967,1.9406,0.90927,1.6915,1.2449,1.3232,1.3635,0.13316,0.7855,,,,,,,,,,0.1518,4.4011,1,0.033146
,0.44856,7.0751,0.4496,0.61469,1.8363,1.4311,2.1077,1.0541,1.8363,1.0679,1.1798,1.0708,0.12216,0.99768,,,,,,,,,,0.19918,3.0862,1,0.038591
,0.73924,12.6219,0.7973,1.1947,2.8562,1.9492,2.262,3.1592,2.8562,1.9848,1.2687,1.4015,0.23925,0.92718,,,,,,,,,,0.184,6.4929,1,0.036981
,0.20714,7.6977,0.20401,0.16226,1.3637,1.2938,2.278,0.70082,1.3637,0.90283,1.0895,1.039,0.032243,1.0153,,,,,,,,,,0.084537,1.9194,1,0.016236
,0.53884,8.1505,0.5052,0.7957,1.4082,1.2789,2.2254,0.89972,1.4082,1.0242,1.2362,1.1133,0.155,1.0666,,,,,,,,,,0.20769,3.8311,1,0.03892
,0.53122,13.5275,0.56098,0.77332,1.526,1.4172,2.2239,0.93154,1.526,1.1684,1.1759,1.0818,0.15096,0.94695,,,,,,,,,,0.12337,6.2684,1,0.024535
,0.63813,15.452,0.62905,0.86004,1.6962,1.627,2.2143,1.0222,1.6962,1.2549,1.1817,1.0818,0.16815,1.0144,,,,,,,,,,0.12974,6.629,1,0.024929
,0.86804,19.5838,0.90806,1.3939,1.8029,1.4918,2.2445,1.7351,1.5419,1.8029,1.2693,1.1892,0.27908,0.95593,,,,,,,,,,0.13925,10.0104,1,0.027563
,0.68421,18.9046,0.82958,0.61978,1.5626,1.5345,2.3734,0.93472,1.5626,1.3354,1.1609,1.1636,0.12742,0.82476,,,,,,,,,,0.1137,5.4509,1,0.02423
,0.53121,18.3386,0.61571,0.73499,1.4973,1.5972,2.2573,0.77083,1.4973,1.2151,1.2843,1.2447,0.15464,0.86276,,,,,,,,,,0.091001,8.0768,1,0.01896
,0.66973,12.5087,0.72724,1.0216,1.7169,1.6817,2.5914,1.1893,1.7169,1.3255,1.2297,1.4687,0.21521,0.92092,,,,,,,,,,0.1682,6.0735,1,0.033921
,0.48553,21.112,0.66352,0.65746,1.5944,1.3605,2.1936,0.89654,1.5944,1.1644,1.2057,1.1876,0.1362,0.73175,,,,,,,,,,0.07225,9.0998,1,0.016346
,0.67984,24.508,0.70684,1.234,1.5928,1.9015,2.3066,1.5251,1.5928,1.422,1.2525,1.1474,0.25598,0.9618,,,,,,,,,,0.087146,14.1599,1,0.017197
,0.43848,11.5465,0.48417,0.7275,1.744,1.4908,2.1857,1.4821,1.744,1.3245,1.2096,1.1591,0.14824,0.90563,,,,,,,,,,0.1193,6.098,1,0.024262
,0.51287,14.4331,0.58549,0.73017,1.7392,1.5723,2.0806,1.0811,1.7392,1.3732,1.2103,1.135,0.14666,0.87597,,,,,,,,,,0.11163,6.5407,1,0.023083
,0.56923,18.7914,0.62472,0.71162,1.5212,1.3774,2.087,1.0302,1.5212,1.1942,1.2018,1.1539,0.14201,0.91118,,,,,,,,,,0.095166,7.4777,1,0.019294
,0.54879,10.8107,0.51796,0.93694,1.7488,1.3983,2.1745,1.0636,1.7488,1.2996,1.1973,1.1201,0.18823,1.0595,,,,,,,,,,0.15948,5.875,1,0.029984
,0.43428,13.0747,0.45915,0.6961,1.5419,1.4599,2.0791,0.89335,1.5419,1.2479,1.2135,1.1694,0.1391,0.94583,,,,,,,,,,0.10435,6.6709,1,0.020765
,0.53813,14.3199,0.60582,0.81389,1.8013,1.6728,1.7831,1.2593,1.8013,1.7641,1.1252,1.1052,0.16381,0.88827,,,,,,,,,,0.11806,6.894,1,0.024242
,0.63299,14.6029,0.65823,0.7942,2.1221,2.2535,1.6017,1.8369,1.9986,2.1221,1.0298,1.163,0.16186,0.96165,,,,,,,,,,0.13618,5.8321,1,0.026874
,0.62903,16.6406,0.73643,0.8488,1.9779,2.2148,2.0536,1.2609,1.849,1.9779,1.453,1.5706,0.17474,0.85416,,,,,,,,,,0.11875,7.1475,1,0.024867
,0.55626,12.2257,0.62887,0.88294,1.6692,1.5673,2.2477,1.1686,1.6692,1.4717,1.2323,1.211,0.1838,0.88454,,,,,,,,,,0.14294,6.177,1,0.029413
,0.52475,17.5462,0.64573,0.75683,1.6485,1.6847,2.0663,0.97132,1.6485,1.3444,1.1772,1.2279,0.15838,0.81265,,,,,,,,,,0.093956,8.0551,1,0.020171
,0.56885,12.4521,0.65472,1.0258,1.623,1.8299,2.1236,0.91563,1.623,1.3175,1.2784,1.3025,0.21464,0.86885,,,,,,,,,,0.14352,7.1477,1,0.029797
,0.87921,22.6968,1.0495,2.8157,5.5692,5.9223,7.9793,3.0128,5.5692,4.4691,2.5014,2.361,0.5994,0.83772,,,,,,,,,,0.1217,23.1369,1,0.025732
,0.57907,12.3955,0.63455,0.84408,1.6246,1.5653,2.6248,0.85198,1.6246,1.3991,1.1713,1.3213,0.17748,0.91257,,,,,,,,,,0.14676,5.7513,1,0.029732
,0.79157,21.9044,0.96256,0.81193,1.6835,1.9602,2.7871,1.3771,1.6835,1.5144,1.2667,1.2422,0.17211,0.82236,,,,,,,,,,0.11353,7.1517,1,0.024228
,0.493,10.9805,0.61649,0.7825,1.7472,1.7712,2.4991,0.91563,1.7472,1.4578,1.5381,1.211,0.1668,0.79968,,,,,,,,,,0.14105,5.5477,1,0.030525
,0.54397,14.6595,0.66836,0.82197,1.6771,1.6628,2.7824,0.96655,1.6771,1.3573,1.2187,1.1162,0.17307,0.81389,,,,,,,,,,0.11657,7.051,1,0.025007
,0.59775,15.6784,0.66412,1.0158,1.6453,1.7006,2.5771,1.1464,1.6453,1.1873,1.2713,1.3986,0.21706,0.90006,,,,,,,,,,0.11978,8.4805,1,0.024433
,0.49845,13.9803,0.6359,0.80617,1.6596,1.5126,2.6837,0.69286,1.6596,1.2131,1.2103,1.246,0.16487,0.78385,,,,,,,,,,0.11201,7.1973,1,0.024484
,0.61894,17.6028,0.66897,1.1955,1.6294,1.5246,2.6471,0.83607,1.6294,1.2778,1.4115,1.3902,0.24573,0.92521,,,,,,,,,,0.11046,10.8223,1,0.022225
,0.59281,9.2825,0.61332,0.91467,1.553,1.9313,2.3718,1.0143,1.553,1.1664,1.2784,1.2188,0.18884,0.96656,,,,,,,,,,0.20063,4.5589,1,0.039494
,0.43714,13.1313,0.53483,0.72007,1.4496,1.5644,2.671,0.88062,1.4496,1.3583,1.2512,1.3285,0.14753,0.81734,,,,,,,,,,0.10458,6.8851,1,0.022387
,0.26109,9.0561,0.30632,0.22166,1.4035,1.4003,2.496,0.47805,1.4035,0.97443,1.1246,1.061,0.046258,0.85233,,,,,,,,,,0.090573,2.4473,1,0.018986
,0.23704,7.5845,0.29365,0.17622,1.5371,1.5773,2.3018,0.44304,1.5371,1.054,1.0661,1.0435,0.038169,0.80722,,,,,,,,,,0.098184,1.7948,1,0.021149
,0.64949,14.3199,0.74805,0.89318,2.1481,1.7235,2.5262,1.5935,2.1481,1.4707,1.2505,1.1214,0.19457,0.86824,,,,,,,,,,0.14249,6.2684,1,0.029594
,0.4538,15.6784,0.66834,0.65029,1.674,1.6121,2.5198,0.58307,1.674,1.2529,1.2051,1.2337,0.14321,0.67899,,,,,,,,,,0.090931,7.1515,1,0.021356
,0.51087,26.7721,0.64303,0.75886,1.7058,1.7822,2.6885,1.027,1.7058,1.1873,1.2564,1.3817,0.16599,0.79447,,,,,,,,,,0.059948,12.6585,1,0.013016
,0.66636,21.9044,0.85541,0.73436,1.6962,1.6121,1.9963,1.654,1.6962,1.2221,1.2434,1.3785,0.155,0.77899,,,,,,,,,,0.095571,7.684,1,0.020956
,0.63559,14.886,0.66495,0.91506,1.7981,1.9124,1.9788,1.1034,1.7981,1.1922,1.2843,1.2895,0.19215,0.95584,,,,,,,,,,0.13414,6.8218,1,0.026552
,0.48457,11.8861,0.557,0.71972,1.5117,1.5246,2.0329,0.98564,1.5117,1.1037,1.2512,1.285,0.14432,0.86997,,,,,,,,,,0.12808,5.6195,1,0.026574
,0.81572,23.659,0.87285,0.76345,1.6883,1.7722,2.0838,1.1145,1.6883,1.415,1.2122,1.1016,0.16131,0.93454,,,,,,,,,,0.10832,7.0484,1,0.021684
,0.54081,19.2442,0.74325,0.83484,1.6771,1.7364,2.1252,0.97769,1.6771,1.3523,1.2232,1.1237,0.18064,0.72763,,,,,,,,,,0.088287,9.456,1,0.02003
,0.52007,15.9614,0.70533,0.62897,1.6262,1.7165,1.9884,1.1527,1.6262,1.423,1.1772,1.1104,0.13929,0.73734,,,,,,,,,,0.10236,6.1446,1,0.02307
,0.36062,10.0183,0.50154,0.42678,1.6421,1.6469,2.1109,0.98405,1.6421,1.0172,1.1901,1.0984,0.093696,0.71903,,,,,,,,,,0.11309,3.774,1,0.02581
,0.48982,12.4521,0.56658,0.68508,1.8888,1.8458,2.5882,1.9977,1.8888,1.3772,1.2193,1.1045,0.15127,0.86453,,,,,,,,,,0.12358,5.5436,1,0.025722
,0.56219,15.452,0.72161,0.7366,2.0945,1.9343,2.3384,1.3309,1.8633,1.1992,1.2395,2.0945,0.15992,0.77909,,,,,,,,,,0.1143,6.4444,1,0.025061
,0.50739,21.8478,0.63359,0.53981,1.5323,1.6191,2.0997,1.0684,1.5323,1.2241,1.1395,1.0708,0.11838,0.80081,,,,,,,,,,0.07296,7.3987,1,0.015778
,0.69259,16.5274,0.9832,1.0248,2.9422,2.3172,2.5835,3.7846,2.9422,1.6974,1.2174,1.4025,0.22995,0.70442,,,,,,,,,,0.13165,7.784,1,0.030356
,0.4118,11.9993,0.54736,0.71245,1.6803,1.8637,1.8658,1.3468,1.6803,1.2569,1.1389,1.2694,0.15721,0.75234,,,,,,,,,,0.10782,6.608,1,0.024056
,0.45565,14.3199,0.65069,0.63045,1.6517,1.4828,1.8006,1.315,1.6517,1.2002,1.2044,1.135,0.13774,0.70025,,,,,,,,,,0.099962,6.3069,1,0.023118
,0.44781,15.0558,0.51584,0.68863,1.6119,1.5425,1.8849,1.3659,1.6119,1.1107,1.1596,1.0864,0.15167,0.86812,,,,,,,,,,0.093443,7.3695,1,0.019409
,0.45143,8.7165,0.55209,0.73411,1.4926,1.5246,1.7035,1.2148,1.4926,1.2668,1.1564,1.1389,0.1602,0.81768,,,,,,,,,,0.16271,4.5119,1,0.034822
,0.47739,14.2067,0.64469,0.76171,1.7344,2.0348,1.7465,1.2561,1.7344,1.4518,1.1415,1.137,0.16527,0.7405,,,,,,,,,,0.10557,7.2153,1,0.023742
,0.47806,9.1693,0.60788,0.98693,1.6008,1.4977,1.7099,1.105,1.6008,1.2748,1.1817,1.1084,0.21668,0.78643,,,,,,,,,,0.16379,6.0255,1,0.035745
,0.44532,8.6599,0.56503,0.85834,1.5451,1.5375,1.7019,1.3548,1.5451,1.4001,1.1785,1.1039,0.1875,0.78814,,,,,,,,,,0.16155,5.3131,1,0.035217
,0.53049,8.4901,0.64211,0.98486,1.8888,1.5335,1.8292,2.7487,1.8888,1.5473,1.2174,1.6414,0.21134,0.82616,,,,,,,,,,0.1963,5.0172,1,0.041795
,0.57282,23.942,0.69316,0.84366,1.8235,1.444,1.8913,1.6062,1.8235,1.3086,1.2064,1.1493,0.18039,0.82639,,,,,,,,,,0.075164,11.2242,1,0.016002
,0.46268,11.5465,0.51248,0.74217,1.5467,1.4271,1.7004,1.1814,1.5467,1.1912,1.1921,1.0961,0.15835,0.90282,,,,,,,,,,0.12589,5.8956,1,0.02564
,0.41869,14.9426,0.57781,0.51679,2.3836,1.993,1.807,1.2275,2.3836,1.4299,1.1415,1.1591,0.11346,0.72461,,,,,,,,,,0.088027,5.8708,1,0.020013
,0.45534,9.6221,0.54854,0.74485,1.596,1.439,1.8595,1.2689,1.596,1.3374,1.2031,1.1779,0.16802,0.83009,,,,,,,,,,0.14867,5.0102,1,0.031579
,0.57305,21.2252,0.91906,1.1404,1.8299,1.8229,1.9008,1.4375,1.8299,1.3295,1.3816,1.4554,0.2686,0.62351,,,,,,,,,,0.084818,13.4451,1,0.020788
,0.51715,14.2067,0.77994,0.83925,1.7283,1.9681,2.0504,2.0136,1.6803,1.7283,1.2213,1.2986,0.19949,0.66306,,,,,,,,,,0.11436,7.3387,1,0.027179
,0.59463,13.5275,0.87539,0.7635,1.884,1.5325,1.9804,1.2752,1.884,1.2529,1.2278,1.1045,0.17556,0.67927,,,,,,,,,,0.13809,5.5288,1,0.032426
,0.51547,13.9803,0.67582,0.94229,1.9827,1.5196,2.0775,1.5107,1.9827,1.4956,1.2486,1.1824,0.2191,0.76273,,,,,,,,,,0.11583,8.1348,1,0.025668
,0.43605,13.1313,0.61004,0.82075,1.6803,1.4609,1.7735,1.4169,1.6803,1.2917,1.2648,1.2882,0.18912,0.71479,,,,,,,,,,0.10432,7.8674,1,0.02388
,0.72531,13.8671,1.0536,0.7426,1.841,1.5027,2.052,1.5887,1.841,1.4965,1.2317,1.1857,0.16577,0.68838,,,,,,,,,,0.16432,4.5193,1,0.038328
,0.57923,22.8666,0.74556,0.70588,1.7869,1.4202,1.99,1.4566,1.7869,1.3265,1.1759,1.3103,0.15805,0.7769,,,,,,,,,,0.079579,8.8701,1,0.017473
,0.47355,15.3954,0.60722,0.74717,1.6851,1.3913,2.0361,1.3564,1.6851,1.5164,1.2804,1.2181,0.16906,0.77987,,,,,,,,,,0.096633,7.732,1,0.021177
,0.46565,15.452,0.71708,0.6006,1.876,1.5286,1.5253,1.5171,1.876,1.7521,1.1713,1.2353,0.13968,0.64937,,,,,,,,,,0.094674,6.3439,1,0.022737
,0.49561,12.8483,0.75155,0.75925,1.9142,2.2993,2.0727,1.6014,1.9142,1.6616,1.1168,1.1649,0.18377,0.65945,,,,,,,,,,0.12118,6.2653,1,0.02888
,0.41619,12.3389,0.73589,0.81754,1.7026,1.4013,2.0329,1.5282,1.7026,1.6706,1.3109,1.1522,0.19728,0.56556,,,,,,,,,,0.10596,7.7152,1,0.027269
,0.62831,30.6209,0.90802,0.791,1.8776,2.3152,2.1061,2.0788,1.8776,1.3424,1.2193,1.1139,0.18606,0.69196,,,,,,,,,,0.064463,12.2707,1,0.014997
,0.42699,12.9615,0.58721,0.7283,1.4862,1.5027,1.6383,1.2514,1.4862,1.3613,1.2109,1.1643,0.16797,0.72715,,,,,,,,,,0.10349,7.0372,1,0.023488
,0.45551,15.2822,0.64774,0.67305,1.483,1.6051,1.7322,1.1655,1.483,1.2797,1.2025,1.135,0.15432,0.70323,,,,,,,,,,0.09364,7.1876,1,0.02161
